total_credit_utilized,installment,state,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,y,split
30262,465.5,34,0,2,9,23,0.0,0,6,31,20,1,0,0,1,0,0,0,0,0,2018,4,14,52318.2,0,full
51162,679.58,44,0,3,9,24,0.0,0,8,24,21,1,1,0,0,0,0,0,0,0,2018,3,15,41242.1,0,full
24135,184.5,44,0,2,9,14,0.0,0,5,11,11,2,0,0,1,0,0,0,0,0,2018,1,31,52081.9,0,full
45181,301.11,21,0,2,10,24,0.0,0,15,22,22,0,0,0,1,0,0,0,0,0,2018,2,3,48955.2,0,full
21687,805.86,18,0,1,3,13,0.0,0,4,21,11,2,0,0,0,1,0,0,0,0,2018,1,1,54718.2,0,full
14770,322.3,28,0,0,3,10,0.0,0,4,14,9,2,0,0,0,1,0,0,0,0,2018,4,20,51627.5,0,full
53168,193.41,20,0,1,0,6,0.0,0,4,5,5,0,0,0,0,1,0,0,0,0,2018,3,13,55362.6,0,full
88594,466.1,20,0,6,8,17,0.0,0,2,14,10,5,1,0,0,0,0,0,0,0,2018,3,27,57193.3,0,full
43253,469.84,36,0,2,6,8,0.0,0,4,18,6,0,0,0,1,0,0,0,0,0,2018,2,19,52227.5,0,full
33890,602.21,24,0,2,3,8,0.0,0,2,23,5,2,0,0,1,0,0,0,0,0,2018,3,9,50648.2,0,full
23425,222.74,43,0,1,4,21,0.0,0,5,23,20,0,0,0,0,1,0,0,0,0,2018,3,11,54027.5,0,full
36724,265.74,22,0,2,8,13,0.0,0,6,13,11,1,1,0,0,0,0,0,0,0,2018,1,15,60188.5,0,full
63783,184.29,10,0,3,1,9,0.0,0,5,7,5,3,1,0,0,0,0,0,0,0,2018,3,11,39398.2,0,full
807,167.56,41,0,0,2,4,0.0,0,2,6,4,0,1,0,0,0,0,0,0,0,2018,1,5,53562.6,0,full
24714,344.52,48,0,3,7,6,0.0,0,2,4,3,3,0,1,0,0,0,0,0,0,2018,3,7,41383.3,0,full
14955,502.67,38,0,1,11,21,0.0,0,8,24,20,0,1,0,0,0,0,0,0,0,2018,1,19,37393.3,0,full
19719,307.45,34,0,1,1,5,0.0,0,2,4,4,0,0,0,1,0,0,0,0,0,2018,4,8,58993.3,0,full
42068,273.5,12,0,9,3,11,0.0,0,1,2,2,0,0,1,0,0,0,0,0,0,2018,3,1,51627.5,0,full
59514,241.29,42,0,5,8,16,0.0,0,2,11,10,1,1,0,0,0,0,0,0,0,2018,3,11,51627.5,0,full
24861,815.85,43,0,1,0,8,0.0,0,4,7,6,4,1,0,0,0,0,0,0,0,2018,2,4,57347.4,0,full
4212,137.33,25,0,1,6,6,0.0,0,3,10,5,0,0,0,0,1,0,0,0,0,2018,1,19,40401.5,0,full
68594,86.13,31,0,9,2,14,0.0,0,3,4,4,0,0,1,0,0,0,0,0,0,2018,2,17,54801.5,0,full
36441,463.14,37,0,2,7,11,0.0,0,8,17,9,1,0,1,0,0,0,0,0,0,2018,1,3,47842.1,0,full
13559,281.34,36,0,2,13,18,0.0,0,5,21,15,2,1,0,0,0,0,0,0,0,2018,2,10,55827.5,0,full
31663,1100.14,15,0,3,4,7,0.0,0,2,5,3,1,0,1,0,0,0,0,0,0,2018,3,1,55042.1,0,full
65964,234.58,24,0,5,8,13,0.0,0,2,8,7,1,1,0,0,0,0,0,0,0,2018,1,7,55081.9,0,full
70510,761.35,37,0,2,5,8,0.0,0,3,9,6,2,0,0,1,0,0,0,0,0,2018,2,11,56983.3,0,full
860,838.71,43,0,0,8,15,0.0,0,3,21,15,2,0,0,0,1,0,0,0,0,2018,3,13,51352.8,0,full
87687,514.91,20,0,2,3,10,0.0,0,3,14,7,4,0,0,0,1,0,0,0,0,2018,2,18,36952.8,0,full
14461,156.59,16,0,1,6,10,0.0,0,5,23,9,0,0,0,1,0,0,0,0,0,2018,4,4,41242.1,0,full
121076,922.25,11,0,3,9,18,0.0,0,4,27,13,4,1,0,0,0,0,0,0,0,2018,1,31,56648.2,0,full
159851,357.17,22,0,6,8,14,0.0,0,3,8,7,1,1,0,0,0,0,0,0,0,2018,4,14,64318.2,0,full
18294,167.54,37,0,7,9,15,0.0,0,3,13,8,0,1,0,0,0,0,0,0,0,2018,4,8,51442.1,0,full
40982,219.23,43,0,8,3,15,0.0,0,5,8,7,1,0,0,1,0,0,0,0,0,2018,4,4,40042.1,0,full
47451,402.25,27,0,4,3,9,0.0,0,1,11,5,1,1,0,0,0,0,0,0,0,2018,3,13,63627.5,0,full
23551,729.71,46,0,1,6,8,0.0,0,5,6,6,1,1,0,0,0,0,0,0,0,2018,3,19,51952.8,0,full
177350,579.95,34,0,1,5,14,0.0,0,7,23,12,3,0,0,0,0,0,0,1,0,2018,2,27,50281.9,0,full
16061,626.46,22,0,1,7,28,0.0,0,9,32,27,1,0,0,1,0,0,0,0,0,2018,2,8,48027.5,0,full
10994,381.4,5,0,0,4,16,0.0,0,4,22,16,0,0,1,0,0,0,0,0,0,2018,2,14,51762.6,0,full
84019,365.5,37,0,2,5,10,0.0,0,3,9,6,2,0,0,1,0,0,0,0,0,2018,2,22,52598.2,0,full
7020,496.9,21,0,1,0,3,0.0,0,1,5,2,0,0,0,1,0,0,0,0,0,2018,2,19,58042.1,0,full
47779,578.21,38,0,3,9,13,0.0,0,6,10,9,1,0,0,1,0,0,0,0,0,2018,2,27,50427.5,0,full
22788,227.26,34,0,2,3,11,0.0,0,6,11,8,2,0,0,0,1,0,0,0,0,2018,1,31,53152.8,0,full
29553,397.41,5,0,1,3,10,0.0,0,7,17,10,2,0,1,0,0,0,0,0,0,2018,2,7,39248.2,0,full
60327,388.53,46,0,1,2,7,0.0,0,3,9,6,1,1,0,0,0,0,0,0,0,2018,2,13,56881.9,0,full
30552,250.55,22,0,2,7,11,0.0,0,6,8,8,1,0,0,1,0,0,0,0,0,2018,3,19,42998.2,0,full
39168,607.97,37,0,4,8,15,0.0,0,4,26,10,2,0,0,0,0,0,0,1,0,2018,4,10,59518.2,0,full
78028,226.51,35,0,9,7,21,0.0,0,4,13,10,3,0,0,0,1,0,0,0,0,2018,1,31,39011.2,0,full
42210,244.65,10,0,2,3,11,0.0,0,1,27,8,3,1,0,0,0,0,0,0,0,2018,3,9,55227.5,0,full
13329,416.22,14,0,1,0,10,0.0,0,5,10,9,0,1,0,0,0,0,0,0,0,2018,4,2,51583.3,0,full
79897,602.21,46,0,2,7,17,0.0,0,4,19,14,3,0,0,1,0,0,0,0,0,2018,3,15,62562.6,0,full
40706,246.36,43,0,3,7,9,0.0,0,2,8,6,0,1,0,0,0,0,0,0,0,2018,3,7,56155.2,0,full
20307,203.88,37,0,2,2,5,0.0,0,1,2,2,0,1,0,0,0,0,0,0,0,2018,1,3,55552.8,0,full
11443,156.62,37,0,3,5,8,0.0,0,3,7,5,0,0,0,1,0,0,0,0,0,2018,3,1,54248.2,0,full
43411,339.41,43,0,3,7,9,0.0,0,1,7,6,0,0,0,0,1,0,0,0,0,2018,2,12,56048.2,0,full
27408,475.15,29,0,5,3,14,0.0,0,3,14,7,4,0,0,1,0,0,0,0,0,2018,2,2,64547.4,0,full
38487,275.34,17,0,0,1,8,0.0,0,6,15,7,0,0,1,0,0,0,0,0,0,2018,2,7,36442.1,0,full
47029,324.65,36,0,1,8,9,0.0,0,1,13,7,0,0,0,0,1,0,0,0,0,2018,2,21,59881.9,0,full
66933,1076.62,24,0,9,0,12,0.0,0,3,4,3,0,0,1,0,0,0,0,0,0,2018,4,14,37642.1,0,full
5459,980.75,36,0,0,3,9,0.0,0,5,10,8,0,0,0,0,1,0,0,0,0,2018,3,21,50648.2,0,full
57403,487.34,21,0,7,4,12,0.0,0,3,9,4,5,0,0,1,0,0,0,0,0,2018,2,6,37552.8,0,full
29882,670.13,46,0,2,5,9,0.0,0,1,15,7,0,1,0,0,0,0,0,0,0,2018,3,27,40993.3,0,full
9913,245.76,11,0,1,5,7,0.0,0,3,8,4,2,0,0,0,0,0,0,1,0,2018,2,19,37081.9,0,full
76834,542.74,43,0,3,10,23,0.0,0,5,22,19,2,0,1,0,0,0,0,0,0,2018,3,11,38198.2,0,full
165182,368.9,11,0,2,8,10,0.0,0,3,20,8,6,1,0,0,0,0,0,0,0,2018,1,31,41593.3,0,full
20366,351.67,36,0,2,9,11,0.0,0,2,14,9,0,1,0,0,0,0,0,0,0,2018,3,19,60718.2,0,full
96202,805.86,46,0,6,11,12,0.0,0,1,13,4,2,0,0,0,1,0,0,0,0,2018,2,25,57442.1,0,full
2523,386.76,38,0,0,4,4,0.0,0,2,6,4,0,0,0,0,1,0,0,0,0,2018,3,15,36481.9,0,full
27474,186.23,35,0,3,1,6,0.0,0,2,3,3,0,0,0,1,0,0,0,0,0,2018,1,31,50881.9,0,full
53298,392.36,34,0,2,6,8,0.0,0,3,12,4,3,0,0,0,1,0,0,0,0,2018,3,3,52448.2,0,full
164954,230.57,6,0,15,4,18,0.0,0,2,2,2,1,1,0,0,0,0,0,0,0,2018,2,15,47752.8,0,full
5929,684.24,31,0,0,3,6,0.0,0,3,7,6,0,1,0,0,0,0,0,0,0,2018,4,16,57793.3,0,full
19887,263.78,38,0,2,1,6,0.0,0,3,8,4,2,0,0,1,0,0,0,0,0,2018,3,11,54248.2,0,full
110739,857.39,18,0,4,7,17,0.0,0,6,12,11,4,1,0,0,0,0,0,0,0,2018,2,5,63398.2,0,full
61746,1229.97,23,0,3,4,11,0.0,0,4,10,5,3,0,0,1,0,0,0,0,0,2018,3,1,57998.2,0,full
69424,316.46,36,0,4,7,9,0.0,0,3,5,4,3,1,0,0,0,0,0,0,0,2018,3,31,47983.3,0,full
11048,223.44,24,0,0,2,10,0.0,0,5,18,10,0,0,0,1,0,0,0,0,0,2018,3,9,61081.9,0,full
44111,238.94,26,0,2,4,5,0.0,0,1,7,3,0,0,0,0,0,0,0,1,0,2018,3,3,41281.9,0,full
62706,78.06,37,0,8,2,12,0.0,0,1,5,4,0,1,0,0,0,0,0,0,0,2018,2,6,56048.2,0,full
4154,307.5,33,0,0,2,7,0.0,0,1,12,7,0,0,0,1,0,0,0,0,0,2018,2,27,50518.2,0,full
20877,947.67,36,0,1,9,8,0.0,0,6,8,6,0,0,1,0,0,0,0,0,0,2018,2,3,42118.2,0,full
17445,477.35,31,0,2,10,13,0.0,0,2,18,11,1,0,0,0,0,0,0,1,0,2018,3,3,52783.3,0,full
34611,745.92,36,0,0,0,9,0.0,0,4,23,9,0,1,0,0,0,0,0,0,0,2018,1,3,37827.5,0,full
38608,416.28,36,0,2,7,8,0.0,0,4,8,6,1,1,0,0,0,0,0,0,0,2018,3,25,58163.4,0,full
27762,320.05,40,0,1,5,19,0.0,0,4,30,17,0,0,0,0,1,0,0,0,0,2018,2,4,56383.3,0,full
30433,78.54,46,0,3,4,9,0.0,0,3,8,6,0,0,1,0,0,0,0,0,0,2018,2,23,59648.2,0,full
21669,168.78,22,0,5,3,9,0.0,0,3,5,4,0,1,0,0,0,0,0,0,0,2018,4,4,58827.5,0,full
28400,759.25,23,0,1,4,23,0.0,0,1,24,22,2,0,0,0,1,0,0,0,0,2018,3,25,36352.8,0,full
49906,1172.9,3,0,3,2,9,0.0,0,3,11,6,0,1,0,0,0,0,0,0,0,2018,1,1,63788.5,0,full
15755,273.08,46,0,1,1,3,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,3,11,40783.3,0,full
13900,77.91,46,0,1,3,4,0.0,0,1,3,2,1,0,0,0,1,0,0,0,0,2018,3,1,50881.9,0,full
52475,590.25,31,0,3,4,10,0.0,0,4,8,7,3,0,0,1,0,0,0,0,0,2018,1,13,54248.2,0,full
46068,715.88,38,0,3,7,11,0.0,0,1,10,7,2,0,1,0,0,0,0,0,0,2018,3,7,57998.2,0,full
27819,305.12,28,0,2,3,12,0.0,0,8,13,10,1,0,1,0,0,0,0,0,0,2018,1,27,56198.2,0,full
93341,391.5,47,0,3,6,22,0.0,0,1,28,18,3,0,0,1,0,0,0,0,0,2018,2,19,51481.9,0,full
68759,292.59,46,0,13,5,22,0.0,0,2,12,9,0,0,1,0,0,0,0,0,0,2018,3,19,54952.8,0,full
57617,636.38,46,0,4,2,13,0.0,0,4,18,8,2,0,0,0,1,0,0,0,0,2018,4,6,41048.2,0,full
39654,213.21,39,0,3,2,6,0.0,0,1,3,3,0,0,0,1,0,0,0,0,0,2018,2,17,39011.2,0,full
34997,498.02,27,0,1,4,9,0.0,0,4,8,8,0,0,1,0,0,0,0,0,0,2018,3,11,54718.2,0,full
11195,1230.67,20,0,2,6,6,0.0,0,1,8,3,0,1,0,0,0,0,0,0,0,2018,3,29,42762.6,0,full
10709,230.57,22,0,0,0,3,0.0,0,3,4,3,0,1,0,0,0,0,0,0,0,2018,2,27,55448.2,0,full
29320,644.6,35,0,1,3,5,0.0,0,2,7,4,1,0,0,0,1,0,0,0,0,2018,4,14,40827.5,0,full
88149,952.44,36,0,9,2,12,0.0,0,0,7,2,1,1,0,0,0,0,0,0,0,2018,3,13,61681.9,0,full
20241,368.94,22,0,1,9,11,0.0,0,3,17,9,7,0,0,1,0,0,0,0,0,2018,3,5,50427.5,0,full
13570,574.2,25,0,1,1,4,0.0,0,2,3,3,0,0,1,0,0,0,0,0,0,2018,3,11,53881.9,0,full
44347,332.1,43,0,3,4,13,0.0,0,3,16,10,0,0,0,0,1,0,0,0,0,2018,2,16,50562.6,0,full
15584,339.79,36,0,3,1,13,0.0,0,5,15,10,0,1,0,0,0,0,0,0,0,2018,3,7,59562.6,0,full
105205,465.57,33,0,6,8,23,0.0,0,5,24,16,1,0,0,1,0,0,0,0,0,2018,1,7,40918.2,0,full
42,514.91,5,0,0,6,7,0.0,0,3,8,6,1,0,0,0,1,0,0,0,0,2018,1,25,54193.3,0,full
78003,1252.91,36,0,3,1,7,0.0,0,2,6,3,2,0,0,1,0,0,0,0,0,2018,2,5,61227.5,0,full
25122,530.2,37,0,0,1,13,0.0,0,4,21,12,3,0,0,0,1,0,0,0,0,2018,4,6,59881.9,0,full
145985,1078.07,42,0,3,3,13,0.0,0,4,11,10,1,1,0,0,0,0,0,0,0,2018,3,7,62427.5,0,full
95665,530.32,39,0,4,9,16,0.0,0,5,15,11,1,0,0,0,1,0,0,0,0,2018,1,1,62281.9,0,full
32432,559.31,46,0,2,0,8,0.0,0,3,6,5,3,1,0,0,0,0,0,0,0,2018,3,23,48118.2,0,full
9799,349.65,37,0,1,4,5,0.0,0,2,5,4,0,1,0,0,0,0,0,0,0,2018,2,7,38427.5,0,full
98692,812.13,46,0,3,6,12,0.0,0,1,13,8,3,1,0,0,0,0,0,0,0,2018,1,29,60442.1,0,full
37791,486.58,25,0,1,18,31,0.0,0,29,36,30,0,1,0,0,0,0,0,0,0,2018,1,27,39442.1,0,full
72529,699.14,37,0,3,7,15,0.0,0,4,14,11,3,1,0,0,0,0,0,0,0,2018,3,19,36998.2,0,full
57581,398.01,46,0,2,4,7,0.0,0,2,14,4,2,0,1,0,0,0,0,0,0,2018,2,1,57627.5,0,full
34442,349.65,36,0,1,5,9,0.0,0,3,11,7,0,1,0,0,0,0,0,0,0,2018,1,27,56383.3,0,full
90416,328.44,23,0,7,1,14,0.0,0,5,9,7,1,1,0,0,0,0,0,0,0,2018,2,19,57718.2,0,full
16537,222.4,29,0,1,3,6,0.0,0,1,4,4,3,0,0,0,1,0,0,0,0,2018,1,21,58227.5,0,full
53291,768.74,43,0,1,4,20,0.0,0,9,24,19,1,0,0,1,0,0,0,0,0,2018,2,21,59427.5,0,full
90942,648.93,40,0,4,3,7,0.0,0,2,4,3,0,0,1,0,0,0,0,0,0,2018,1,17,40362.6,0,full
46601,860.86,21,0,1,3,7,0.0,0,2,7,6,0,0,0,1,0,0,0,0,0,2018,3,11,58598.2,0,full
39261,304.54,14,0,6,2,10,0.0,0,3,5,4,0,0,0,1,0,0,0,0,0,2018,4,20,61448.2,0,full
47940,310.38,42,0,4,8,9,0.0,0,2,8,4,1,0,0,1,0,0,0,0,0,2018,1,11,57347.4,0,full
37694,339.79,42,0,2,8,18,0.0,0,6,30,16,0,1,0,0,0,0,0,0,0,2018,2,7,61763.4,0,full
2114,84.95,30,0,1,3,7,0.0,0,2,13,6,0,1,0,0,0,0,0,0,0,2018,1,9,39762.6,0,full
37792,195.72,6,0,1,1,5,0.0,0,3,6,3,2,0,0,1,0,0,0,0,0,2018,4,12,59383.3,0,full
24021,313.23,7,0,1,4,11,0.0,0,1,31,10,1,0,0,1,0,0,0,0,0,2018,2,18,54193.3,0,full
117216,450.05,21,0,8,10,17,0.0,0,2,13,8,4,0,0,1,0,0,0,0,0,2018,1,21,36398.2,0,full
14056,1328.39,36,0,2,4,9,0.0,0,3,7,6,0,0,0,0,1,0,0,0,0,2018,1,19,58401.5,0,full
33160,562.68,43,0,2,9,14,0.0,0,7,15,12,0,1,0,0,0,0,0,0,0,2018,2,1,63998.2,0,full
38733,451.29,36,0,2,1,5,0.0,0,2,6,3,0,0,0,0,1,0,0,0,0,2018,1,21,61827.5,0,full
48638,368.69,43,0,4,11,16,0.0,0,6,14,12,0,0,1,0,0,0,0,0,0,2018,2,27,39793.3,0,full
86272,75.17,12,0,3,6,16,0.0,0,9,20,11,2,0,0,1,0,0,0,0,0,2018,3,17,62427.5,0,full
12329,577.65,36,0,0,0,4,0.0,0,1,9,3,2,1,0,0,0,0,0,0,0,2018,2,6,60162.6,0,full
136103,804.16,47,0,3,5,10,0.0,0,2,8,7,0,1,0,0,0,0,0,0,0,2018,3,7,60998.2,0,full
38119,733.43,34,0,2,5,16,0.0,0,1,17,12,4,0,1,0,0,0,0,0,0,2018,3,1,64681.9,0,full
10401,1054.86,37,0,1,15,14,0.0,0,10,15,13,0,1,0,0,0,0,0,0,0,2018,3,1,59281.9,0,full
1364,110.7,36,0,0,0,3,0.0,0,2,3,3,0,0,0,1,0,0,0,0,0,2018,1,11,60611.2,0,full
51302,609.08,37,0,4,6,8,0.0,0,2,13,3,2,0,0,1,0,0,0,0,0,2018,4,18,49962.6,0,full
82200,277.52,34,0,2,3,12,0.0,0,4,11,9,2,1,0,0,0,0,0,0,0,2018,2,18,58598.2,0,full
34805,487.26,36,0,3,2,10,0.0,0,3,10,7,0,0,0,1,0,0,0,0,0,2018,4,8,40642.1,0,full
101835,815.38,42,0,4,10,22,0.0,0,11,19,17,3,1,0,0,0,0,0,0,0,2018,3,17,56518.2,0,full
3775,64.93,36,0,1,1,4,0.0,0,1,7,3,0,0,0,0,1,0,0,0,0,2018,2,3,52555.2,0,full
71415,66.41,46,0,2,2,7,0.0,0,3,6,5,0,0,0,0,1,0,0,0,0,2018,3,3,43183.3,0,full
2461,208.01,36,0,0,5,9,0.0,0,1,17,9,0,0,0,0,1,0,0,0,0,2018,3,19,41242.1,0,full
75898,281.34,14,0,4,12,27,0.0,0,11,24,22,0,1,0,0,0,0,0,0,0,2018,2,13,50198.2,0,full
8243,253.28,29,0,1,3,7,0.0,0,1,6,6,0,0,1,0,0,0,0,0,0,2018,3,11,41383.3,0,full
11361,563.85,20,0,1,6,6,0.0,0,2,8,5,0,1,0,0,0,0,0,0,0,2018,3,17,50562.6,0,full
48921,349.57,36,0,1,8,19,0.0,0,7,21,17,1,1,0,0,0,0,0,0,0,2018,3,23,55183.3,0,full
51510,1136.27,42,0,5,3,17,0.0,0,4,30,12,1,0,0,0,1,0,0,0,0,2018,1,21,57442.1,0,full
65694,844.09,36,0,5,4,7,0.0,0,1,11,3,3,0,0,0,1,0,0,0,0,2018,2,10,42248.2,0,full
16491,301.28,40,0,1,4,6,0.0,0,3,7,4,1,0,1,0,0,0,0,0,0,2018,4,20,48398.2,0,full
27636,216.98,36,0,5,2,7,0.0,0,1,2,2,0,0,0,0,1,0,0,0,0,2018,1,21,53152.8,0,full
30997,451.73,36,0,1,3,13,0.0,0,3,15,11,2,0,0,1,0,0,0,0,0,2018,1,29,39011.2,0,full
81876,293.62,34,0,4,5,14,0.0,0,2,16,9,3,0,0,0,1,0,0,0,0,2018,1,7,49227.5,0,full
37064,480.08,23,0,2,2,12,0.0,0,4,12,9,6,0,0,0,1,0,0,0,0,2018,3,17,57793.3,0,full
